iter	RMSE
272	0.3890694264
273	0.3875740753
274	0.3873189981
275	0.3864342815
276	0.3858488743
277	0.3857071258
278	0.384675706
279	0.383706143
280	0.3828097879
281	0.3814833954
282	0.3813534092
283	0.3812096389
284	0.380356929
285	0.3792213097
286	0.3783771577
287	0.3782587886
288	0.3769823551
289	0.3768672085
290	0.3756005039
291	0.3754724785
292	0.3753482848
293	0.3743338916
294	0.373563799
295	0.3726329456
296	0.3713265307
297	0.3703886959
298	0.3697933045
299	0.368540399
300	0.3676939982
301	0.3665737814
302	0.3658555728
303	0.3650398169
304	0.364404323
305	0.3635928496
306	0.3628220139
307	0.3617056388
308	0.3603152926
309	0.3597330825
310	0.3586588994
311	0.3581215177
312	0.3573184714
313	0.3559690293
314	0.3551913332
315	0.355112003
316	0.3543534594
317	0.3538083815
318	0.3532274352
319	0.3519966618
320	0.3514435805
321	0.350839292
322	0.3496892362
323	0.348591211
324	0.3478642448
325	0.3476795724
326	0.34757913
327	0.3466466354
328	0.3455284328
329	0.3445643364
330	0.3437706305
331	0.3429556337
332	0.3422292739
333	0.3416884184
334	0.3409062381
335	0.340067338
336	0.3392050229
337	0.3385249321
338	0.3377844967
339	0.3370524261
340	0.3363144435
341	0.335268677
342	0.3344204772
343	0.3336841733
344	0.3336337768
345	0.3327693557
346	0.3321606341
347	0.3311041624
348	0.3301025341
349	0.3294141831
350	0.3288169133
351	0.3278590249
352	0.3269791721
353	0.3263767978
354	0.3256416942
355	0.3247469892
356	0.3239153394
357	0.3230616744
358	0.3222379527
359	0.321436375
360	0.3207616716
361	0.3199471029
362	0.3191153201
363	0.3182447538
364	0.3174847291
365	0.316797619
366	0.3162441697
367	0.3157462752
368	0.3149732988
369	0.3144031705
370	0.3138247992
371	0.3130527307
372	0.3122307221
373	0.3117555398
374	0.311208483
375	0.3104183545
376	0.3096212715
377	0.3087963105
378	0.3083417909
379	0.3078314291
380	0.3069853706
381	0.3064328388
382	0.3058268928
383	0.3051840132
384	0.304711634
385	0.3043046556
386	0.3035707579
387	0.3029239686
388	0.3018857135
389	0.3012614011
390	0.3004410396
391	0.2994267513
392	0.298624627
393	0.2978814245
394	0.2973073506
395	0.296911534
396	0.2963542816
397	0.2958267887
398	0.2951225915
399	0.2942402224
400	0.2937009369
401	0.2932943367
402	0.2927955506
403	0.2917575021
404	0.2911622545
405	0.2907526161
406	0.2900020183
407	0.2893077745
408	0.2887854662
409	0.2883548881
410	0.2875897105
411	0.2871037128
412	0.2865808182
413	0.2859536256
414	0.2853378399
415	0.2848794826
416	0.2844616104
417	0.2838696339
418	0.2834810132
419	0.2831983235
420	0.282366283
421	0.2814779498
422	0.2810413865
423	0.2807055757
424	0.2802328549
425	0.2798092574
426	0.2793321119
427	0.2785766002
428	0.2778687728
429	0.2772200912
430	0.2769001581
431	0.276354442
432	0.2755631577
433	0.2751523339
434	0.2743431507
435	0.2737771442
436	0.2733233891
437	0.2727490883
438	0.2721256112
439	0.2713907656
440	0.2708538848
441	0.2704522892
442	0.2697895501
443	0.2695016957
444	0.2689593707
445	0.268391589
446	0.2678371818
447	0.2675313297
448	0.2670722047
449	0.2665419683
450	0.2661385203
451	0.2656946238
452	0.2652420225
453	0.2649665486
454	0.264520308
455	0.2639220636
456	0.2635499887
457	0.2628344513
458	0.2624047025
459	0.2621194832
460	0.2616094426
461	0.2612550996
462	0.2605907224
463	0.2600667174
464	0.2597944499
465	0.2591959808
466	0.2585130526
467	0.2578624874
468	0.2574436373
469	0.2569695464
470	0.2566143753
471	0.2563169775
472	0.255725845
473	0.2552851792
474	0.2546069423
475	0.2540248694
476	0.2535444519
477	0.2529246294
478	0.2526953305
479	0.2522716461
480	0.2518187899
481	0.2513220148
482	0.2512916406
483	0.2509198819
484	0.2505753057
485	0.2502264528
486	0.2497195489
487	0.2492005588
488	0.2489929669
489	0.2485722653
490	0.2480251852
491	0.2475779602
492	0.2473597457
493	0.246905956
494	0.2465099763
495	0.245938826
496	0.2456350182
497	0.2453807348
498	0.24499872
499	0.2445743486
500	0.244118387
501	0.2436720634
502	0.2432485171
503	0.2427154602
504	0.2424460316
505	0.241983021
506	0.2415659586
507	0.2411963864
508	0.2406543708
509	0.2401714107
510	0.2398690299
511	0.2394188328
512	0.2390717489
513	0.2386215286
514	0.2380572418
515	0.2374953538
516	0.2370832717
517	0.2366138008
518	0.2362631518
519	0.2357298193
520	0.2351484497
521	0.2346755746
522	0.2344487463
523	0.2341980428
524	0.2338466329
525	0.2335417075
526	0.2331447422
527	0.2327240336
528	0.2322033664
529	0.2317555061
530	0.231373365
531	0.2308901955
532	0.2306470944
533	0.2302516787
534	0.2299730505
535	0.2295570372
536	0.2291750816
537	0.2288383284
538	0.2284900184
539	0.2280540977
540	0.2280140708
541	0.2277546285
542	0.2272486165
543	0.2269748139
544	0.2267264895
545	0.2263643159
546	0.2263393698
547	0.2259009614
548	0.2255807039
549	0.225311106
550	0.2249886399
551	0.2244956235
552	0.2240940048
553	0.2239714876
554	0.2236496253
555	0.2234256867
556	0.2229909612
557	0.2226779188
558	0.2222072626
559	0.2218075775
560	0.2213056358
561	0.2210295489
562	0.2206420884
563	0.2203889842
564	0.2200533541
565	0.2196835884
566	0.2196526008
567	0.2192791673
568	0.2189660131
569	0.2187141081
570	0.2183759214
571	0.2183329393
572	0.2179687313
573	0.2174724351
574	0.2170195994
575	0.2166342355
576	0.2162151502
577	0.2161888794
578	0.2159367578
579	0.2156311707
580	0.2152307431
581	0.2148679008
582	0.2145092596
583	0.2140493701
584	0.2138944304
585	0.2136101283
586	0.2131657222
587	0.2130239495
588	0.212651059
589	0.2125874479
590	0.2122339972
591	0.211845834
592	0.2115070795
593	0.2113466737
594	0.2110478554
595	0.2106657182
596	0.2102376814
597	0.209973291
598	0.2096906135
599	0.20965739
600	0.2093053061
601	0.2090444766
602	0.208774078
603	0.2084210369
604	0.2082332213
605	0.2078946324
606	0.207864111
607	0.2074918277
608	0.2071105339
609	0.2068488449
610	0.2066105418
611	0.2062318893
612	0.2059692438
613	0.2056688454
614	0.2055995024
615	0.2054575279
616	0.2052121982
617	0.2048663898
618	0.204567256
619	0.2043318426
620	0.2040197809
621	0.2037823985
622	0.2034008588
623	0.2031146347
624	0.202814688
625	0.2025120941
626	0.2020851427
627	0.2019358254
628	0.2015574665
629	0.2012557569
630	0.2009518844
631	0.2005832573
632	0.200295687
633	0.2000106107
634	0.1995470525
635	0.1992400052
636	0.1989982408
637	0.1988094723
638	0.1985965895
639	0.1984047066
640	0.1982211139
641	0.1979414113
642	0.1976074933
643	0.1973649592
644	0.1970138474
645	0.1969519349
646	0.1967454321
647	0.1965257778
648	0.1963428751
649	0.1959892759
650	0.1956710153
651	0.1956556455
652	0.1953067808
653	0.1951321288
654	0.1948240835
655	0.1944838199
656	0.1941316434
657	0.193842327
658	0.1935656263
659	0.1933166682
660	0.1930473621
661	0.1930211533
662	0.192703018
663	0.1925263122
664	0.192151363
665	0.1918410466
666	0.1915579464
667	0.1912445171
668	0.1909287947
669	0.1908095094
670	0.1907070259
671	0.1905296387
672	0.1903364854
673	0.1900667838
674	0.1897683629
675	0.1896672137
676	0.1893544097
677	0.1892017733
678	0.1890075995
679	0.1888244118
680	0.1888095582
681	0.1886556122
682	0.1883467972
683	0.1880276307
684	0.1877455784
685	0.1875336902
686	0.1873332596
687	0.1870433183
688	0.1867747572
689	0.1864321882
690	0.1861704876
691	0.1859142078
692	0.1856678062
693	0.1853129609
694	0.1851394169
695	0.1851247294
696	0.1849287582
697	0.1848216362
698	0.1846638905
699	0.1843565237
700	0.1840893158
701	0.1839321277
702	0.1835689324
703	0.1833834757
704	0.1831502947
705	0.1828890697
706	0.1826281993
707	0.182328287
708	0.1822559456
709	0.181907036
710	0.1818566904
711	0.1814948109
712	0.181374534
713	0.1812271374
714	0.1809563381
715	0.1806752913
716	0.1804352913
717	0.1801597399
718	0.1798810467
719	0.1797706727
720	0.179576083
721	0.179313685
722	0.1790940367
723	0.1788491975
724	0.1785762133
725	0.1783041493
726	0.1780807065
727	0.1778551587
728	0.1776611512
729	0.1775289296
730	0.1772898577
731	0.1771176695
732	0.1768440477
733	0.1765998804
734	0.1764587999
735	0.1763979314
736	0.1760806543
737	0.1759086362
738	0.1757833847
739	0.1754921628
740	0.1753298568
741	0.175141165
742	0.1749949395
743	0.174825914
744	0.1746884253
745	0.1743472448
746	0.1740940863
747	0.1739888326
748	0.1737251191
749	0.1735872301
750	0.1734956375
751	0.173113888
752	0.1728394138
753	0.1726297687
754	0.1723357536
755	0.1721055822
756	0.1719997156
757	0.1718473725
758	0.1716394605
759	0.1715047429
760	0.1711125817
761	0.1708821991
762	0.1708009675
763	0.1704351923
764	0.1701692839
765	0.1699705114
766	0.169672371
767	0.1694755539
768	0.1692188475
769	0.1689937334
770	0.1687386916
771	0.1685908076
772	0.1683374537
773	0.1681194561
774	0.1678727628
775	0.1676167643
776	0.1673549433
777	0.1672069344
778	0.1669547773
779	0.1667320371
780	0.1664807128
781	0.1662158497
782	0.1660101809
783	0.1657626103
784	0.1655336361
785	0.1653595938
786	0.1651812667
787	0.1648100805
788	0.1645841898
789	0.1643325814
790	0.1641658483
791	0.163955741
792	0.1637849028
793	0.1635658093
794	0.1632660456
795	0.1630956423
796	0.1629146483
797	0.1627084487
798	0.1624717815
799	0.1622788864
800	0.1620991493
801	0.1618944476
802	0.1617286617
803	0.1615612233
804	0.1612730893
805	0.1610783946
806	0.1608348814
807	0.1606598528
808	0.1604257611
809	0.1602570774
810	0.1600668547
811	0.159963178
812	0.1597434621
813	0.1595454607
814	0.1592558377
815	0.1590702232
816	0.1588683427
817	0.1586892759
818	0.1586015773
819	0.1583874263
820	0.1582124003
821	0.1579997665
822	0.1577301478
823	0.1575292047
824	0.157327707
825	0.1572019377
826	0.157004449
827	0.156672121
828	0.1564790325
829	0.156322381
830	0.1561483216
831	0.1560737834
832	0.1558732554
833	0.1558296458
834	0.1556500092
835	0.1554145261
836	0.1552935274
837	0.1550522098
838	0.1549416176
839	0.1547129973
840	0.1545037312
841	0.1542635197
842	0.1540652705
843	0.1538345512
844	0.1537257308
845	0.1534188112
846	0.1533518896
847	0.1531617036
848	0.1530031713
849	0.1528196902
850	0.1526857481
851	0.1524681015
852	0.1521984344
853	0.1520409059
854	0.1519615628
855	0.151800446
856	0.1516452137
857	0.1514708097
858	0.1512987895
859	0.1511958598
860	0.1510088533
861	0.1508935946
862	0.1508015369
863	0.1505452128
864	0.1503602277
865	0.1502488669
866	0.1500509442
867	0.1498784609
868	0.1496911963
869	0.1494964763
870	0.149378754
871	0.1491761924
872	0.1490956697
873	0.1488993113
874	0.148754359
875	0.1485271662
876	0.1484031695
877	0.1481528662
878	0.147995216
879	0.1479655902
880	0.1477682035
881	0.1476800552
882	0.1475832309
883	0.1473503607
884	0.1473349774
885	0.1471934097
886	0.1470528132
887	0.1468660191
888	0.1467515655
889	0.1466246443
890	0.1464393814
891	0.1461507021
892	0.1460628692
893	0.145900382
894	0.1457127844
895	0.1456726922
896	0.1455107128
897	0.1452408366
898	0.1451006979
899	0.1449144915
900	0.144746063
901	0.1445647039
902	0.1444029558
903	0.1442416965
904	0.1440354149
905	0.143850563
906	0.1436494856
907	0.1435008048
908	0.1433402857
909	0.1430961794
910	0.1429394756
911	0.1427188015
912	0.1426814414
913	0.142470781
914	0.142403375
915	0.1422861847
916	0.1421792067
917	0.1419413208
918	0.1417784057
919	0.1416899283
920	0.1416757155
921	0.1415121623
922	0.1413820723
923	0.141257974
924	0.1410943002
925	0.1408909101
926	0.1408119268
927	0.1407295113
928	0.1405300188
929	0.1403983706
930	0.1401690634
931	0.1400497164
932	0.1399317968
933	0.1398568334
934	0.1397356661
935	0.1395693739
936	0.1393752864
937	0.1391506534
938	0.1389979771
939	0.1388436499
940	0.1387287695
941	0.1385514902
942	0.1383846775
943	0.1383122629
944	0.1381634048
945	0.1380243698
946	0.1377648133
947	0.1376400547
948	0.1375084834
949	0.1374697662
950	0.1372802496
951	0.1372014314
952	0.137046006
953	0.1369842087
954	0.1368513653
955	0.1367705384
956	0.1365697287
957	0.136512854
958	0.1363776459
959	0.1361943857
960	0.13605433
961	0.1358872338
962	0.1357370237
963	0.135535731
964	0.135410772
965	0.1352306041
966	0.1351576419
967	0.1349782543
968	0.1349198607
969	0.134754693
970	0.134598897
971	0.1344268723
972	0.1343188912
973	0.1342006186
974	0.1340073646
975	0.1338163563
976	0.1336402876
977	0.1335704834
978	0.1334019389
979	0.1332922397
980	0.1331550274
981	0.1329897265
982	0.1328673225
983	0.1326476733
984	0.1324863429
985	0.1324023708
986	0.1322759678
987	0.1321163112
988	0.1319701403
989	0.1318821986
990	0.1318439315
991	0.1317812685
992	0.1316281486
993	0.1314914145
994	0.1313129487
995	0.1311206591
996	0.1310044623
997	0.1308240846
998	0.1306448783
999	0.1304163051
